Date,IDU,IJH,IJJ,IJK,IJR,IJS,IJT,IUSG,IUSV,IVE,IVV,IVW,IWB,IWD,IWF,IWM,IWN,IWO,IWV,IYC,IYE,IYF,IYG,IYH,IYJ,IYK,IYM,IYW,IYY,IYZ
2016-10-27,47.91000747680664,26.357873916625977,55.32288360595703,38.659088134765625,51.98924255371094,52.42266845703125,59.68998336791992,37.86796569824219,37.4708137512207,77.79217529296875,185.03573608398438,27.354055404663086,103.60568237304688,86.19625091552734,94.86470031738281,106.0898208618164,86.220458984375,131.5517120361328,110.58438110351562,33.8326530456543,28.150827407836914,38.9643669128418,26.200651168823242,25.772335052490234,50.21971893310547,30.676103591918945,66.62715911865234,28.142988204956055,46.77466583251953,25.71053123474121
2016-10-28,48.08461380004883,26.33323860168457,55.156410217285156,38.693641662597656,51.89249038696289,52.25208282470703,59.634613037109375,37.71335983276367,37.39637756347656,77.48544311523438,184.491943359375,27.289953231811523,103.30810546875,86.11341094970703,94.45632934570312,105.79405212402344,85.84639739990234,131.35394287109375,110.23261260986328,33.57470703125,27.989334106445312,38.895206451416016,26.102262496948242,25.327430725097656,50.47327423095703,30.86915397644043,66.74788665771484,28.107418060302734,46.63847732543945,25.50846290588379
2016-10-31,49.037025451660156,26.50044059753418,55.57474136352539,38.91481018066406,52.187137603759766,52.54951477050781,59.96677780151367,37.70427322387695,37.44600296020508,77.53518676757812,184.44017028808594,27.269351959228516,103.33438873291016,86.22940826416016,94.4192123413086,106.2153549194336,86.2714614868164,131.7872772216797,110.27658081054688,33.69899368286133,27.614961624145508,39.0248908996582,26.082006454467773,25.189294815063477,50.57742691040039,30.896728515625,66.81686401367188,28.121646881103516,46.69119644165039,25.3791446685791
2016-11-01,48.12033462524414,26.21708106994629,55.01126480102539,38.50933837890625,51.47471237182617,51.823429107666016,59.127159118652344,37.4041748046875,37.2061767578125,77.09583282470703,183.18002319335938,27.038114547729492,102.63422393798828,85.63268280029297,93.76958465576172,104.91566467285156,85.21726989746094,130.2609100341797,109.49398040771484,33.44809341430664,27.644332885742188,38.69636535644531,25.986513137817383,25.081653594970703,50.197078704833984,30.71194839477539,66.44605255126953,27.886882781982422,46.22990417480469,24.82145118713379
2016-11-02,47.51713943481445,25.96891975402832,54.44779968261719,38.16837692260742,50.9733772277832,51.27231216430664,58.64739990234375,37.185909271240234,36.94154357910156,76.68962097167969,182.03204345703125,26.859540939331055,101.96906280517578,84.97792053222656,93.17565155029297,103.58007049560547,84.22261810302734,128.43304443359375,108.67620849609375,33.36600875854492,27.343374252319336,38.30733871459961,25.743427276611328,24.920198440551758,49.96614074707031,30.623695373535156,66.00623321533203,27.66397476196289,46.05856704711914,23.948535919189453
2016-11-03,47.63618850708008,25.91611671447754,54.43925857543945,38.01172637939453,50.828250885009766,51.21982192993164,58.36600112915039,36.922183990478516,36.8753776550293,76.48237609863281,181.2725067138672,26.69012451171875,101.5052261352539,84.84529876708984,92.57240295410156,103.07817077636719,84.0526123046875,127.40604400634766,108.2541275024414,33.16199493408203,27.468151092529297,38.32029342651367,25.763689041137695,24.64751434326172,49.821250915527344,30.46649742126465,66.11834716796875,27.400758743286133,45.81694793701172,23.72222900390625
2016-11-04,47.46951675415039,25.97771644592285,54.516109466552734,38.0877571105957,51.07013702392578,51.495384216308594,58.69814682006836,36.922183990478516,36.79267501831055,76.34972381591797,180.97039794921875,26.66951560974121,101.45271301269531,84.70442962646484,92.5445785522461,103.741455078125,84.48615264892578,128.43304443359375,108.21896362304688,33.05883026123047,27.336034774780273,38.28138732910156,25.688444137573242,24.860992431640625,49.89369583129883,30.259660720825195,66.45466613769531,27.324874877929688,45.773014068603516,23.9727840423584
2016-11-07,48.36240005493164,26.49868392944336,55.690006256103516,38.86642074584961,52.31467056274414,52.741981506347656,60.05903625488281,37.75883865356445,37.5617790222168,78.01597595214844,184.9839324951172,27.257898330688477,103.62318420410156,86.46148681640625,94.64195251464844,106.27806091308594,86.4839859008789,131.54232788085938,110.5491943359375,33.80685806274414,27.901248931884766,39.154571533203125,26.380064010620117,25.476333618164062,51.016639709472656,30.783662796020508,67.43778991699219,27.986480712890625,46.75708770751953,24.182939529418945
2016-11-08,48.71955871582031,26.574363708496094,55.77111053466797,38.986209869384766,52.43779754638672,52.86882019042969,60.26202392578125,37.88615036010742,37.677555084228516,78.2978515625,185.83840942382812,27.415864944458008,104.07830047607422,86.88416290283203,95.05956268310547,106.5559310913086,86.63702392578125,132.0417022705078,111.05039978027344,33.8326530456543,27.959972381591797,39.23238754272461,26.348241806030273,25.59653091430664,51.28831100463867,31.062213897705078,67.5843734741211,28.10504722595215,46.96795654296875,24.570892333984375
2016-11-09,47.10443115234375,27.068923950195312,57.154170989990234,39.42162322998047,54.064945220947266,54.55719757080078,62.028865814208984,38.259010314941406,38.33087158203125,79.64082336425781,187.8926544189453,27.53034210205078,105.26853942871094,88.21026611328125,95.727783203125,109.83649444580078,89.37442016601562,136.06494140625,112.49250793457031,34.13983154296875,28.49582862854004,40.21361541748047,27.473934173583984,26.454050064086914,52.429351806640625,30.574054718017578,69.14529418945312,28.059986114501953,47.54787063598633,25.10434341430664
2016-11-10,45.957576751708984,27.190364837646484,57.640811920166016,39.43544006347656,55.0851936340332,55.685691833496094,63.1221809387207,38.12260818481445,38.727840423583984,80.48636627197266,188.2637939453125,27.365503311157227,105.51361083984375,88.9727783203125,95.31014251708984,111.59330749511719,91.06620025634766,137.7609405517578,112.74751281738281,34.22893524169922,28.532533645629883,41.069515228271484,28.39706039428711,26.766204833984375,53.32137680053711,29.903888702392578,69.75756072998047,27.595211029052734,47.67966842651367,24.538570404052734
